grid_code,cn
10_A,26
10_B,46
10_C,59
10_D,67
20_A,43
20_B,59
20_C,70
20_D,75
30_A,48
30_B,62
30_C,72
30_D,76
40_A,53
40_B,64
40_C,75
40_D,80
50_A,76
50_B,81
50_C,85
50_D,87
60_A,45
60_B,62
60_C,73
60_D,78
70_A,0
70_B,0
70_C,0
70_D,0
80_A,100
80_B,100
80_C,100
80_D,100
90_A,63
90_B,63
90_C,63
90_D,63
95_A,0
95_B,0
95_C,0
95_D,0
100_A,55
100_B,59
100_C,60
100_D,62
