grid_code,cn
10_A,45
10_B,66
10_C,77
10_D,83
20_A,63
20_B,77
20_C,85
20_D,88
30_A,68
30_B,79
30_C,86
30_D,89
40_A,72
40_B,81
40_C,88
40_D,91
50_A,89
50_B,92
50_C,94
50_D,95
60_A,65
60_B,79
60_C,87
60_D,90
70_A,0
70_B,0
70_C,0
70_D,0
80_A,100
80_B,100
80_C,100
80_D,100
90_A,80
90_B,80
90_C,80
90_D,80
95_A,0
95_B,0
95_C,0
95_D,0
100_A,74
100_B,77
100_C,78
100_D,79
